OBJECTID,DISTRICT,COUNTY,PWSID,SYSNAME,SYS_STATUS,FAC_ID,WTP_ID,WTPNAME,SAMP_PT_ID,SAMP_TYPE,SAMP_LAB_ID,SAMP_DATE,ANALYTE_CD,ANALYTE,LESSTHANDETECT,SAMPLE_RESULT,UNIT,ACTIONLEVEL
12980476,NEDO,WAYNE,OH8534612   ,WAYNE COUNTY ENGINEERS OFFICE PWS,A,8559661,9064,WAYNE COUNTY ENGINEERS OFFICE,EP001       ,RT,DES-21042801-02,2021/04/27,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980477,NEDO,WAYNE,OH8534612   ,WAYNE COUNTY ENGINEERS OFFICE PWS,A,8559661,9064,WAYNE COUNTY ENGINEERS OFFICE,EP001       ,RT,DES-21042801-02,2021/04/27,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12980478,NEDO,WAYNE,OH8534612   ,WAYNE COUNTY ENGINEERS OFFICE PWS,A,8559661,9064,WAYNE COUNTY ENGINEERS OFFICE,EP001       ,RT,DES-21042801-02,2021/04/27,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12980479,NEDO,WAYNE,OH8534612   ,WAYNE COUNTY ENGINEERS OFFICE PWS,A,8559661,9064,WAYNE COUNTY ENGINEERS OFFICE,EP001       ,RT,DES-21042801-02,2021/04/27,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980480,NEDO,WAYNE,OH8534612   ,WAYNE COUNTY ENGINEERS OFFICE PWS,A,8559661,9064,WAYNE COUNTY ENGINEERS OFFICE,EP001       ,RT,DES-21042801-02 ,2021/04/27,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12980481,NEDO,WAYNE,OH8534612   ,WAYNE COUNTY ENGINEERS OFFICE PWS,A,8559661,9064,WAYNE COUNTY ENGINEERS OFFICE,EP001       ,RT,DES-21042801-02 ,2021/04/27,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12980482,NEDO,WAYNE,OH8547712   ,"STAHL, A SCOTT FETZER CO",A,8559728,9129,STAHL/SCOTT FETZER CO,EP001       ,RT,DES-21042802-02,2021/04/27,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980483,NEDO,WAYNE,OH8547712   ,"STAHL, A SCOTT FETZER CO",A,8559728,9129,STAHL/SCOTT FETZER CO,EP001       ,RT,DES-21042802-02,2021/04/27,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12980484,NEDO,WAYNE,OH8547712   ,"STAHL, A SCOTT FETZER CO",A,8559728,9129,STAHL/SCOTT FETZER CO,EP001       ,RT,DES-21042802-02,2021/04/27,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12980485,NEDO,WAYNE,OH8547712   ,"STAHL, A SCOTT FETZER CO",A,8559728,9129,STAHL/SCOTT FETZER CO,EP001       ,RT,DES-21042802-02,2021/04/27,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980486,NEDO,WAYNE,OH8547712   ,"STAHL, A SCOTT FETZER CO",A,8559728,9129,STAHL/SCOTT FETZER CO,EP001       ,RT,DES-21042802-02,2021/04/27,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS), ,7.01,,140 ppt
12980487,NEDO,WAYNE,OH8547712   ,"STAHL, A SCOTT FETZER CO",A,8559728,9129,STAHL/SCOTT FETZER CO,EP001       ,RT,DES-21042802-02,2021/04/27,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12980488,NEDO,WAYNE,OH8502812   ,PEACH GROVE MOBILE HOME PARK,I,8559609,9010,PEACH GROVE MHP,EP001       ,RT,DES-21042803-02,2021/04/27,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980489,NEDO,WAYNE,OH8502812   ,PEACH GROVE MOBILE HOME PARK,I,8559609,9010,PEACH GROVE MHP,EP001       ,RT,DES-21042803-02,2021/04/27,2806,PERFLUOROCTANOIC ACID (PFOA), ,5.49,,70 ppt
12980490,NEDO,WAYNE,OH8502812   ,PEACH GROVE MOBILE HOME PARK,I,8559609,9010,PEACH GROVE MHP,EP001       ,RT,DES-21042803-02,2021/04/27,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12980491,NEDO,WAYNE,OH8502812   ,PEACH GROVE MOBILE HOME PARK,I,8559609,9010,PEACH GROVE MHP,EP001       ,RT,DES-21042803-02,2021/04/27,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980492,NEDO,WAYNE,OH8502812   ,PEACH GROVE MOBILE HOME PARK,I,8559609,9010,PEACH GROVE MHP,EP001       ,RT,DES-21042803-02 ,2021/04/27,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12980493,NEDO,WAYNE,OH8502812   ,PEACH GROVE MOBILE HOME PARK,I,8559609,9010,PEACH GROVE MHP,EP001       ,RT,DES-21042803-02 ,2021/04/27,2801,PERFLUOROBUTANESULFONIC ACID (PFBS), ,8.61,,"2,100 ppt"
12980494,SEDO,WASHINGTON,OH8400612   ,NEWPORT WATER/SEWER DISTRICT PWS,A,8459541,8940,NEWPORT W&SD - WTP,EP001       ,RT,DES-21051410-02,2021/05/13,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980495,SEDO,WASHINGTON,OH8400612   ,NEWPORT WATER/SEWER DISTRICT PWS,A,8459541,8940,NEWPORT W&SD - WTP,EP001       ,RT,DES-21051410-02,2021/05/13,2806,PERFLUOROCTANOIC ACID (PFOA), ,6.82,,70 ppt
12980496,SEDO,WASHINGTON,OH8400612   ,NEWPORT WATER/SEWER DISTRICT PWS,A,8459541,8940,NEWPORT W&SD - WTP,EP001       ,RT,DES-21051410-02,2021/05/13,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12980497,SEDO,WASHINGTON,OH8400612   ,NEWPORT WATER/SEWER DISTRICT PWS,A,8459541,8940,NEWPORT W&SD - WTP,EP001       ,RT,DES-21051410-02 ,2021/05/13,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980498,SEDO,WASHINGTON,OH8400612   ,NEWPORT WATER/SEWER DISTRICT PWS,A,8459541,8940,NEWPORT W&SD - WTP,EP001       ,RT,DES-21051410-02 ,2021/05/13,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12980499,SEDO,WASHINGTON,OH8400612   ,NEWPORT WATER/SEWER DISTRICT PWS,A,8459541,8940,NEWPORT W&SD - WTP,EP001       ,RT,DES-21051410-02 ,2021/05/13,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12980500,SEDO,WASHINGTON,OH8402703   ,WARREN COMM W AND S ASSN 2,A,8459547,8946,WARREN COMM WATER & SEWER ASSN NO 2,EP001       ,RT,DES-21042201-02,2021/04/21,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980501,SEDO,WASHINGTON,OH8402703   ,WARREN COMM W AND S ASSN 2,A,8459547,8946,WARREN COMM WATER & SEWER ASSN NO 2,EP001       ,RT,DES-21042201-02,2021/04/21,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12980502,SEDO,WASHINGTON,OH8402703   ,WARREN COMM W AND S ASSN 2,A,8459547,8946,WARREN COMM WATER & SEWER ASSN NO 2,EP001       ,RT,DES-21042201-02,2021/04/21,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12980503,SEDO,WASHINGTON,OH8402703   ,WARREN COMM W AND S ASSN 2,A,8459547,8946,WARREN COMM WATER & SEWER ASSN NO 2,EP001       ,RT,DES-21042201-02,2021/04/21,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980504,SEDO,WASHINGTON,OH8402703   ,WARREN COMM W AND S ASSN 2,A,8459547,8946,WARREN COMM WATER & SEWER ASSN NO 2,EP001       ,RT,DES-21042201-02,2021/04/21,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12980505,SEDO,WASHINGTON,OH8402703   ,WARREN COMM W AND S ASSN 2,A,8459547,8946,WARREN COMM WATER & SEWER ASSN NO 2,EP001       ,RT,DES-21042201-02,2021/04/21,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12980506,SEDO,WASHINGTON,OH8400112   ,BEVERLY VILLAGE PWS,A,8459536,8935,BEVERLY PWS,EP001       ,RT,DES-21041601-02,2021/04/15,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980507,SEDO,WASHINGTON,OH8400112   ,BEVERLY VILLAGE PWS,A,8459536,8935,BEVERLY PWS,EP001       ,RT,DES-21041601-02,2021/04/15,2806,PERFLUOROCTANOIC ACID (PFOA), ,30.9,,70 ppt
12980508,SEDO,WASHINGTON,OH8400112   ,BEVERLY VILLAGE PWS,A,8459536,8935,BEVERLY PWS,EP001       ,RT,DES-21041601-02,2021/04/15,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12980509,SEDO,WASHINGTON,OH8400112   ,BEVERLY VILLAGE PWS,A,8459536,8935,BEVERLY PWS,EP001       ,RT,DES-21041601-02,2021/04/15,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980510,SEDO,WASHINGTON,OH8400112   ,BEVERLY VILLAGE PWS,A,8459536,8935,BEVERLY PWS,EP001       ,RT,DES-21041601-02,2021/04/15,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12980511,SEDO,WASHINGTON,OH8400112   ,BEVERLY VILLAGE PWS,A,8459536,8935,BEVERLY PWS,EP001       ,RT,DES-21041601-02,2021/04/15,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12980512,SEDO,WASHINGTON,OH8403112   ,TRI-COUNTY RURAL W AND S DISTRICT,A,8459551,8949,TRI-COUNTY RURAL W&SD,EP001       ,RT,DES-21041602-02,2021/04/15,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980513,SEDO,WASHINGTON,OH8403112   ,TRI-COUNTY RURAL W AND S DISTRICT,A,8459551,8949,TRI-COUNTY RURAL W&SD,EP001       ,RT,DES-21041602-02,2021/04/15,2806,PERFLUOROCTANOIC ACID (PFOA), ,7.18,,70 ppt
12980514,SEDO,WASHINGTON,OH8403112   ,TRI-COUNTY RURAL W AND S DISTRICT,A,8459551,8949,TRI-COUNTY RURAL W&SD,EP001       ,RT,DES-21041602-02,2021/04/15,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12980515,SEDO,WASHINGTON,OH8403112   ,TRI-COUNTY RURAL W AND S DISTRICT,A,8459551,8949,TRI-COUNTY RURAL W&SD,EP001       ,RT,DES-21041602-02,2021/04/15,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980516,SEDO,WASHINGTON,OH8403112   ,TRI-COUNTY RURAL W AND S DISTRICT,A,8459551,8949,TRI-COUNTY RURAL W&SD,EP001       ,RT,DES-21041602-02,2021/04/15,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12980517,SEDO,WASHINGTON,OH8403112   ,TRI-COUNTY RURAL W AND S DISTRICT,A,8459551,8949,TRI-COUNTY RURAL W&SD,EP001       ,RT,DES-21041602-02,2021/04/15,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12980518,SEDO,WASHINGTON,OH8400312   ,LOWELL VILLAGE PWS,A,8459538,8937,LOWELL PWS,EP001       ,RT,DES-21041603-02,2021/04/15,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980519,SEDO,WASHINGTON,OH8400312   ,LOWELL VILLAGE PWS,A,8459538,8937,LOWELL PWS,EP001       ,RT,DES-21041603-02,2021/04/15,2806,PERFLUOROCTANOIC ACID (PFOA), ,16.2,,70 ppt
12980520,SEDO,WASHINGTON,OH8400312   ,LOWELL VILLAGE PWS,A,8459538,8937,LOWELL PWS,EP001       ,RT,DES-21041603-02,2021/04/15,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12980521,SEDO,WASHINGTON,OH8400312   ,LOWELL VILLAGE PWS,A,8459538,8937,LOWELL PWS,EP001       ,RT,DES-21041603-02,2021/04/15,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980522,SEDO,WASHINGTON,OH8400312   ,LOWELL VILLAGE PWS,A,8459538,8937,LOWELL PWS,EP001       ,RT,DES-21041603-02,2021/04/15,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12980523,SEDO,WASHINGTON,OH8400312   ,LOWELL VILLAGE PWS,A,8459538,8937,LOWELL PWS,EP001       ,RT,DES-21041603-02,2021/04/15,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12980524,SEDO,WASHINGTON,OH8400412   ,MARIETTA CITY PWS,A,8459539,8938,MARIETTA WTP,EP001       ,RT,DES-21042202-02,2021/04/21,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980525,SEDO,WASHINGTON,OH8400412   ,MARIETTA CITY PWS,A,8459539,8938,MARIETTA WTP,EP001       ,RT,DES-21042202-02,2021/04/21,2806,PERFLUOROCTANOIC ACID (PFOA), ,5.63,,70 ppt
12980526,SEDO,WASHINGTON,OH8400412   ,MARIETTA CITY PWS,A,8459539,8938,MARIETTA WTP,EP001       ,RT,DES-21042202-02,2021/04/21,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12980527,SEDO,WASHINGTON,OH8400412   ,MARIETTA CITY PWS,A,8459539,8938,MARIETTA WTP,EP001       ,RT,DES-21042202-02,2021/04/21,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980528,SEDO,WASHINGTON,OH8400412   ,MARIETTA CITY PWS,A,8459539,8938,MARIETTA WTP,EP001       ,RT,DES-21042202-02,2021/04/21,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12980529,SEDO,WASHINGTON,OH8400412   ,MARIETTA CITY PWS,A,8459539,8938,MARIETTA WTP,EP001       ,RT,DES-21042202-02,2021/04/21,2801,PERFLUOROBUTANESULFONIC ACID (PFBS), ,5.51,,"2,100 ppt"
12980530,SEDO,WASHINGTON,OH8400712   ,PUTNAM COMMUNITY WATER ASSOCIATION PWS,A,8459542,8941,PUTNAM COMMUNITY WATER ASSN,EP001       ,RT,DES-21042203-02,2021/04/21,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980531,SEDO,WASHINGTON,OH8400712   ,PUTNAM COMMUNITY WATER ASSOCIATION PWS,A,8459542,8941,PUTNAM COMMUNITY WATER ASSN,EP001       ,RT,DES-21042203-02,2021/04/21,2806,PERFLUOROCTANOIC ACID (PFOA), ,21.5,,70 ppt
12980532,SEDO,WASHINGTON,OH8400712   ,PUTNAM COMMUNITY WATER ASSOCIATION PWS,A,8459542,8941,PUTNAM COMMUNITY WATER ASSN,EP001       ,RT,DES-21042203-02,2021/04/21,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12980533,SEDO,WASHINGTON,OH8400712   ,PUTNAM COMMUNITY WATER ASSOCIATION PWS,A,8459542,8941,PUTNAM COMMUNITY WATER ASSN,EP001       ,RT,DES-21042203-02,2021/04/21,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980534,SEDO,WASHINGTON,OH8400712   ,PUTNAM COMMUNITY WATER ASSOCIATION PWS,A,8459542,8941,PUTNAM COMMUNITY WATER ASSN,EP001       ,RT,DES-21042203-02,2021/04/21,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12980535,SEDO,WASHINGTON,OH8400712   ,PUTNAM COMMUNITY WATER ASSOCIATION PWS,A,8459542,8941,PUTNAM COMMUNITY WATER ASSN,EP001       ,RT,DES-21042203-02,2021/04/21,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12980536,SEDO,WASHINGTON,OH8400712   ,PUTNAM COMMUNITY WATER ASSOCIATION PWS,A,8459542,8941,PUTNAM COMMUNITY WATER ASSN,EP001       ,RT,DES-21021903-02,2021/02/18,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980537,SEDO,WASHINGTON,OH8400712   ,PUTNAM COMMUNITY WATER ASSOCIATION PWS,A,8459542,8941,PUTNAM COMMUNITY WATER ASSN,EP001       ,RT,DES-21021903-02,2021/02/18,2806,PERFLUOROCTANOIC ACID (PFOA), ,12.3,,70 ppt
12980538,SEDO,WASHINGTON,OH8400712   ,PUTNAM COMMUNITY WATER ASSOCIATION PWS,A,8459542,8941,PUTNAM COMMUNITY WATER ASSN,EP001       ,RT,DES-21021903-02,2021/02/18,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12980539,SEDO,WASHINGTON,OH8400712   ,PUTNAM COMMUNITY WATER ASSOCIATION PWS,A,8459542,8941,PUTNAM COMMUNITY WATER ASSN,EP001       ,RT,DES-21021903-02,2021/02/18,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980540,SEDO,WASHINGTON,OH8400712   ,PUTNAM COMMUNITY WATER ASSOCIATION PWS,A,8459542,8941,PUTNAM COMMUNITY WATER ASSN,EP001       ,RT,DES-21021903-02,2021/02/18,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12980541,SEDO,WASHINGTON,OH8400712   ,PUTNAM COMMUNITY WATER ASSOCIATION PWS,A,8459542,8941,PUTNAM COMMUNITY WATER ASSN,EP001       ,RT,DES-21021903-02,2021/02/18,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12980542,SEDO,WASHINGTON,OH8402703   ,WARREN COMM W AND S ASSN 2,A,8459547,8946,WARREN COMM WATER & SEWER ASSN NO 2,EP001       ,RT,DES-21021902-02,2021/02/18,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980543,SEDO,WASHINGTON,OH8402703   ,WARREN COMM W AND S ASSN 2,A,8459547,8946,WARREN COMM WATER & SEWER ASSN NO 2,EP001       ,RT,DES-21021902-02,2021/02/18,2806,PERFLUOROCTANOIC ACID (PFOA), ,8.58,,70 ppt
12980544,SEDO,WASHINGTON,OH8402703   ,WARREN COMM W AND S ASSN 2,A,8459547,8946,WARREN COMM WATER & SEWER ASSN NO 2,EP001       ,RT,DES-21021902-02,2021/02/18,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12980545,SEDO,WASHINGTON,OH8402703   ,WARREN COMM W AND S ASSN 2,A,8459547,8946,WARREN COMM WATER & SEWER ASSN NO 2,EP001       ,RT,DES-21021902-02,2021/02/18,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980546,SEDO,WASHINGTON,OH8402703   ,WARREN COMM W AND S ASSN 2,A,8459547,8946,WARREN COMM WATER & SEWER ASSN NO 2,EP001       ,RT,DES-21021902-02,2021/02/18,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12980547,SEDO,WASHINGTON,OH8402703   ,WARREN COMM W AND S ASSN 2,A,8459547,8946,WARREN COMM WATER & SEWER ASSN NO 2,EP001       ,RT,DES-21021902-02,2021/02/18,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12980548,SWDO,WARREN,OH8345615   ,KINGS ISLAND PWS,A,8359524,8916,KINGS ISLAND,EP001       ,RT,DES-21070807-04,2021/07/08,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980549,SWDO,WARREN,OH8345615   ,KINGS ISLAND PWS,A,8359524,8916,KINGS ISLAND,EP001       ,RT,DES-21070807-04,2021/07/08,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12980550,SWDO,WARREN,OH8345615   ,KINGS ISLAND PWS,A,8359524,8916,KINGS ISLAND,EP001       ,RT,DES-21070807-04,2021/07/08,2805,PERFLUOROCTANE SULFONIC ACID (PFOS), ,24.9,,70 ppt
12980551,SWDO,WARREN,OH8345615   ,KINGS ISLAND PWS,A,8359524,8916,KINGS ISLAND,EP001       ,RT,DES-21070807-04,2021/07/08,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980552,SWDO,WARREN,OH8345615   ,KINGS ISLAND PWS,A,8359524,8916,KINGS ISLAND,EP001       ,RT,DES-21070807-04,2021/07/08,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12980553,SWDO,WARREN,OH8345615   ,KINGS ISLAND PWS,A,8359524,8916,KINGS ISLAND,EP001       ,RT,DES-21070807-04,2021/07/08,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12980554,SWDO,WARREN,OH8345615   ,KINGS ISLAND PWS,A,8359524,8916,KINGS ISLAND,EP001       ,RT,DES-20093011-01,2020/09/29,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980555,SWDO,WARREN,OH8345615   ,KINGS ISLAND PWS,A,8359524,8916,KINGS ISLAND,EP001       ,RT,DES-20093011-01,2020/09/29,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12980556,SWDO,WARREN,OH8345615   ,KINGS ISLAND PWS,A,8359524,8916,KINGS ISLAND,EP001       ,RT,DES-20093011-01,2020/09/29,2805,PERFLUOROCTANE SULFONIC ACID (PFOS), ,29.7,,70 ppt
12980557,SWDO,WARREN,OH8345615   ,KINGS ISLAND PWS,A,8359524,8916,KINGS ISLAND,EP001       ,RT,DES-20093011-01,2020/09/29,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980558,SWDO,WARREN,OH8345615   ,KINGS ISLAND PWS,A,8359524,8916,KINGS ISLAND,EP001       ,RT,DES-20093011-01,2020/09/29,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12980559,SWDO,WARREN,OH8345615   ,KINGS ISLAND PWS,A,8359524,8916,KINGS ISLAND,EP001       ,RT,DES-20093011-01,2020/09/29,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12980560,NEDO,WAYNE,OH8547712   ,"STAHL, A SCOTT FETZER CO",A,8559728,9129,STAHL/SCOTT FETZER CO,EP001       ,RT,DES-21020501-02,2021/02/02,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980561,NEDO,WAYNE,OH8547712   ,"STAHL, A SCOTT FETZER CO",A,8559728,9129,STAHL/SCOTT FETZER CO,EP001       ,RT,DES-21020501-02,2021/02/02,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12980562,NEDO,WAYNE,OH8547712   ,"STAHL, A SCOTT FETZER CO",A,8559728,9129,STAHL/SCOTT FETZER CO,EP001       ,RT,DES-21020501-02,2021/02/02,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12980563,NEDO,WAYNE,OH8547712   ,"STAHL, A SCOTT FETZER CO",A,8559728,9129,STAHL/SCOTT FETZER CO,EP001       ,RT,DES-21020501-02,2021/02/02,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980564,NEDO,WAYNE,OH8547712   ,"STAHL, A SCOTT FETZER CO",A,8559728,9129,STAHL/SCOTT FETZER CO,EP001       ,RT,DES-21020501-02,2021/02/02,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS), ,6.48,,140 ppt
12980565,NEDO,WAYNE,OH8547712   ,"STAHL, A SCOTT FETZER CO",A,8559728,9129,STAHL/SCOTT FETZER CO,EP001       ,RT,DES-21020501-02,2021/02/02,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12980566,NEDO,WAYNE,OH8502812   ,PEACH GROVE MOBILE HOME PARK,I,8559609,9010,PEACH GROVE MHP,EP001       ,RT,DES-21020503-02,2021/02/02,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980567,NEDO,WAYNE,OH8502812   ,PEACH GROVE MOBILE HOME PARK,I,8559609,9010,PEACH GROVE MHP,EP001       ,RT,DES-21020503-02,2021/02/02,2806,PERFLUOROCTANOIC ACID (PFOA), ,5.06,,70 ppt
12980568,NEDO,WAYNE,OH8502812   ,PEACH GROVE MOBILE HOME PARK,I,8559609,9010,PEACH GROVE MHP,EP001       ,RT,DES-21020503-02,2021/02/02,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12980569,NEDO,WAYNE,OH8502812   ,PEACH GROVE MOBILE HOME PARK,I,8559609,9010,PEACH GROVE MHP,EP001       ,RT,DES-21020503-02,2021/02/02,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12980570,NEDO,WAYNE,OH8502812   ,PEACH GROVE MOBILE HOME PARK,I,8559609,9010,PEACH GROVE MHP,EP001       ,RT,DES-21020503-02,2021/02/02,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12980571,NEDO,WAYNE,OH8502812   ,PEACH GROVE MOBILE HOME PARK,I,8559609,9010,PEACH GROVE MHP,EP001       ,RT,DES-21020503-02,2021/02/02,2801,PERFLUOROBUTANESULFONIC ACID (PFBS), ,8.36,,"2,100 ppt"
12980572,NEDO,WAYNE,OH8534612   ,WAYNE COUNTY ENGINEERS OFFICE PWS,A,8559661,9064,WAYNE COUNTY ENGINEERS OFFICE,EP001       ,RT,DES-21020504-02,2021/02/02,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12980573,NEDO,WAYNE,OH8534612   ,WAYNE COUNTY ENGINEERS OFFICE PWS,A,8559661,9064,WAYNE COUNTY ENGINEERS OFFICE,EP001       ,RT,DES-21020504-02,2021/02/02,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12980574,NEDO,WAYNE,OH8534612   ,WAYNE COUNTY ENGINEERS OFFICE PWS,A,8559661,9064,WAYNE COUNTY ENGINEERS OFFICE,EP001       ,RT,DES-21020504-02,2021/02/02,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12980575,NEDO,WAYNE,OH8534612   ,WAYNE COUNTY ENGINEERS OFFICE PWS,A,8559661,9064,WAYNE COUNTY ENGINEERS OFFICE,EP001       ,RT,DES-21020504-02,2021/02/02,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
