OBJECTID,DISTRICT,COUNTY,PWSID,SYSNAME,SYS_STATUS,FAC_ID,WTP_ID,WTPNAME,SAMP_PT_ID,SAMP_TYPE,SAMP_LAB_ID,SAMP_DATE,ANALYTE_CD,ANALYTE,LESSTHANDETECT,SAMPLE_RESULT,UNIT,ACTIONLEVEL
12964974,NEDO,COLUMBIANA,OH1502011   ,SALEM CITY,A,1553407,2216,SALEM WTP,LT2001      ,RT,EEA4707918,2020/08/24,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12964975,NEDO,COLUMBIANA,OH1502011   ,SALEM CITY,A,1553407,2216,SALEM WTP,LT2001      ,RT,EEA4707918,2020/08/24,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12964976,NEDO,COLUMBIANA,OH1502011   ,SALEM CITY,A,1553407,2216,SALEM WTP,LT2001      ,RT,EEA4707918,2020/08/24,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12964977,NEDO,COLUMBIANA,OH1502011   ,SALEM CITY,A,1553407,2216,SALEM WTP,LT2001      ,RT,EEA4707918,2020/08/24,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12964978,SEDO,COSHOCTON,OH1600012   ,COSHOCTON PWS,A,1653599,2421,COSHOCTON WTP,EP001       ,RT,EFA - 4714430,2020/09/01,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12964979,SEDO,COSHOCTON,OH1600012   ,COSHOCTON PWS,A,1653599,2421,COSHOCTON WTP,EP001       ,RT,EFA - 4714430,2020/09/01,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12964980,SEDO,COSHOCTON,OH1600012   ,COSHOCTON PWS,A,1653599,2421,COSHOCTON WTP,EP001       ,RT,EFA - 4714430,2020/09/01,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12964981,SEDO,COSHOCTON,OH1600012   ,COSHOCTON PWS,A,1653599,2421,COSHOCTON WTP,EP001       ,RT,EFA - 4714430,2020/09/01,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12964982,SEDO,COSHOCTON,OH1600012   ,COSHOCTON PWS,A,1653599,2421,COSHOCTON WTP,EP001       ,RT,EFA - 4714430,2020/09/01,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12964983,SEDO,COSHOCTON,OH1600012   ,COSHOCTON PWS,A,1653599,2421,COSHOCTON WTP,EP001       ,RT,EFA - 4714430,2020/09/01,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12964984,SEDO,COSHOCTON,OH1600012   ,COSHOCTON PWS,A,1653599,2421,COSHOCTON WTP,GWR001      ,RT,EFA - 4714431,2020/09/01,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12964985,SEDO,COSHOCTON,OH1600012   ,COSHOCTON PWS,A,1653599,2421,COSHOCTON WTP,GWR001      ,RT,EFA - 4714431,2020/09/01,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12964986,SEDO,COSHOCTON,OH1600012   ,COSHOCTON PWS,A,1653599,2421,COSHOCTON WTP,GWR001      ,RT,EFA - 4714431,2020/09/01,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12964987,SEDO,COSHOCTON,OH1600012   ,COSHOCTON PWS,A,1653599,2421,COSHOCTON WTP,GWR001      ,RT,EFA - 4714431,2020/09/01,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12964988,SEDO,COSHOCTON,OH1600012   ,COSHOCTON PWS,A,1653599,2421,COSHOCTON WTP,GWR001      ,RT,EFA - 4714431,2020/09/01,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12964989,SEDO,COSHOCTON,OH1600012   ,COSHOCTON PWS,A,1653599,2421,COSHOCTON WTP,GWR001      ,RT,EFA - 4714431,2020/09/01,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12964990,SEDO,COSHOCTON,OH1600811   ,ECHOING HILLS VILLAGE,A,1662407,44110,ECHOING HILLS VILLAGE PLANT,EP002       ,RT,EFA - 4714452,2020/09/01,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12964991,SEDO,COSHOCTON,OH1600811   ,ECHOING HILLS VILLAGE,A,1662407,44110,ECHOING HILLS VILLAGE PLANT,EP002       ,RT,EFA - 4714452,2020/09/01,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12964992,SEDO,COSHOCTON,OH1600811   ,ECHOING HILLS VILLAGE,A,1662407,44110,ECHOING HILLS VILLAGE PLANT,EP002       ,RT,EFA - 4714452,2020/09/01,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12964993,SEDO,COSHOCTON,OH1600811   ,ECHOING HILLS VILLAGE,A,1662407,44110,ECHOING HILLS VILLAGE PLANT,EP002       ,RT,EFA - 4714452,2020/09/01,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12964994,SEDO,COSHOCTON,OH1600811   ,ECHOING HILLS VILLAGE,A,1662407,44110,ECHOING HILLS VILLAGE PLANT,EP002       ,RT,EFA - 4714452,2020/09/01,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12964995,SEDO,COSHOCTON,OH1600811   ,ECHOING HILLS VILLAGE,A,1662407,44110,ECHOING HILLS VILLAGE PLANT,EP002       ,RT,EFA - 4714452,2020/09/01,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12964996,SEDO,COSHOCTON,OH1600811   ,ECHOING HILLS VILLAGE,A,1662407,44110,ECHOING HILLS VILLAGE PLANT,GWR002      ,RT,EFA - 4714453,2020/09/01,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12964997,SEDO,COSHOCTON,OH1600811   ,ECHOING HILLS VILLAGE,A,1662407,44110,ECHOING HILLS VILLAGE PLANT,GWR002      ,RT,EFA - 4714453,2020/09/01,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12964998,SEDO,COSHOCTON,OH1600811   ,ECHOING HILLS VILLAGE,A,1662407,44110,ECHOING HILLS VILLAGE PLANT,GWR002      ,RT,EFA - 4714453,2020/09/01,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12964999,SEDO,COSHOCTON,OH1600811   ,ECHOING HILLS VILLAGE,A,1662407,44110,ECHOING HILLS VILLAGE PLANT,GWR002      ,RT,EFA - 4714453,2020/09/01,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12965000,SEDO,COSHOCTON,OH1600811   ,ECHOING HILLS VILLAGE,A,1662407,44110,ECHOING HILLS VILLAGE PLANT,GWR002      ,RT,EFA - 4714453,2020/09/01,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12965001,SEDO,COSHOCTON,OH1600811   ,ECHOING HILLS VILLAGE,A,1662407,44110,ECHOING HILLS VILLAGE PLANT,GWR002      ,RT,EFA - 4714453,2020/09/01,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12965002,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,EP001       ,RT,EFA - 4714467,2020/09/01,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12965003,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,EP001       ,RT,EFA - 4714467,2020/09/01,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12965004,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,EP001       ,RT,EFA - 4714467,2020/09/01,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12965005,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,EP001       ,RT,EFA - 4714467,2020/09/01,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12965006,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,EP001       ,RT,EFA - 4714467,2020/09/01,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12965007,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,EP001       ,RT,EFA - 4714467,2020/09/01,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12965008,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,GWR001      ,RT,EFA - 4714468,2020/09/01,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12965009,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,GWR001      ,RT,EFA - 4714468,2020/09/01,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12965010,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,GWR001      ,RT,EFA - 4714468,2020/09/01,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12965011,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,GWR001      ,RT,EFA - 4714468,2020/09/01,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12965012,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,GWR001      ,RT,EFA - 4714468,2020/09/01,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12965013,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,GWR001      ,RT,EFA - 4714468,2020/09/01,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12965014,SEDO,COSHOCTON,OH1600212   ,HOLLYBERRY PARK,A,1653600,2422,HOLLYBERRYPARK,EP001       ,RT,EFA - 4714470,2020/09/01,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12965015,SEDO,COSHOCTON,OH1600212   ,HOLLYBERRY PARK,A,1653600,2422,HOLLYBERRYPARK,EP001       ,RT,EFA - 4714470,2020/09/01,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12965016,SEDO,COSHOCTON,OH1600212   ,HOLLYBERRY PARK,A,1653600,2422,HOLLYBERRYPARK,EP001       ,RT,EFA - 4714470,2020/09/01,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12965017,SEDO,COSHOCTON,OH1600212   ,HOLLYBERRY PARK,A,1653600,2422,HOLLYBERRYPARK,EP001       ,RT,EFA - 4714470,2020/09/01,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12965018,SEDO,COSHOCTON,OH1600212   ,HOLLYBERRY PARK,A,1653600,2422,HOLLYBERRYPARK,EP001       ,RT,EFA - 4714470,2020/09/01,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12965019,SEDO,COSHOCTON,OH1600212   ,HOLLYBERRY PARK,A,1653600,2422,HOLLYBERRYPARK,EP001       ,RT,EFA - 4714470,2020/09/01,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12965020,SEDO,COSHOCTON,OH1600212   ,HOLLYBERRY PARK,A,1653600,2422,HOLLYBERRYPARK,GWR001      ,RT,EFA - 4714471,2020/09/01,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12965021,SEDO,COSHOCTON,OH1600212   ,HOLLYBERRY PARK,A,1653600,2422,HOLLYBERRYPARK,GWR001      ,RT,EFA - 4714471,2020/09/01,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12965022,SEDO,COSHOCTON,OH1600212   ,HOLLYBERRY PARK,A,1653600,2422,HOLLYBERRYPARK,GWR001      ,RT,EFA - 4714471,2020/09/01,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12965023,SEDO,COSHOCTON,OH1600212   ,HOLLYBERRY PARK,A,1653600,2422,HOLLYBERRYPARK,GWR001      ,RT,EFA - 4714471,2020/09/01,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12965024,SEDO,COSHOCTON,OH1600212   ,HOLLYBERRY PARK,A,1653600,2422,HOLLYBERRYPARK,GWR001      ,RT,EFA - 4714471,2020/09/01,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12965025,SEDO,COSHOCTON,OH1600212   ,HOLLYBERRY PARK,A,1653600,2422,HOLLYBERRYPARK,GWR001      ,RT,EFA - 4714471,2020/09/01,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12965026,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,GWR001      ,RT,EFA - 4722162,2020/09/01,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12965027,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,GWR001      ,RT,EFA - 4722162,2020/09/01,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12965028,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,GWR001      ,RT,EFA - 4722162,2020/09/01,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12965029,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,GWR001      ,RT,EFA - 4722162,2020/09/01,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12965030,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,GWR001      ,RT,EFA - 4722162,2020/09/01,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12965031,SEDO,COSHOCTON,OH1600412   ,HOUSE OF JACOB,A,1653602,2424,HOUSE OF JACOB WTP,GWR001      ,RT,EFA - 4722162,2020/09/01,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12965032,NEDO,COLUMBIANA,OH1544712   ,UNITED LOCAL ELEMENTARY,A,1553483,2295,UNITED LOCAL ELEMENTARY,EP001       ,RT,DES-20100213-02,2020/10/01,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12965033,NEDO,COLUMBIANA,OH1544712   ,UNITED LOCAL ELEMENTARY,A,1553483,2295,UNITED LOCAL ELEMENTARY,EP001       ,RT,DES-20100213-02,2020/10/01,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12965034,NEDO,COLUMBIANA,OH1544712   ,UNITED LOCAL ELEMENTARY,A,1553483,2295,UNITED LOCAL ELEMENTARY,EP001       ,RT,DES-20100213-02,2020/10/01,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12965035,NEDO,COLUMBIANA,OH1544712   ,UNITED LOCAL ELEMENTARY,A,1553483,2295,UNITED LOCAL ELEMENTARY,EP001       ,RT,DES-20100213-02,2020/10/01,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12965036,NEDO,COLUMBIANA,OH1544712   ,UNITED LOCAL ELEMENTARY,A,1553483,2295,UNITED LOCAL ELEMENTARY,EP001       ,RT,DES-20100213-02,2020/10/01,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12965037,NEDO,COLUMBIANA,OH1544712   ,UNITED LOCAL ELEMENTARY,A,1553483,2295,UNITED LOCAL ELEMENTARY,EP001       ,RT,DES-20100213-02,2020/10/01,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12965038,NEDO,COLUMBIANA,OH1502911   ,BUCKEYE WATER DISTRICT - OHIO RIVER,A,1562275,36705,BUCKEYE WATER DISTRICT-OHIO RIVER,EP001       ,RT,EEA4694938,2020/08/10,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12965039,NEDO,COLUMBIANA,OH1502911   ,BUCKEYE WATER DISTRICT - OHIO RIVER,A,1562275,36705,BUCKEYE WATER DISTRICT-OHIO RIVER,EP001       ,RT,EEA4694938,2020/08/10,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12965040,NEDO,COLUMBIANA,OH1502911   ,BUCKEYE WATER DISTRICT - OHIO RIVER,A,1562275,36705,BUCKEYE WATER DISTRICT-OHIO RIVER,EP001       ,RT,EEA4694938,2020/08/10,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12965041,NEDO,COLUMBIANA,OH1502911   ,BUCKEYE WATER DISTRICT - OHIO RIVER,A,1562275,36705,BUCKEYE WATER DISTRICT-OHIO RIVER,EP001       ,RT,EEA4694938,2020/08/10,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12965042,NEDO,COLUMBIANA,OH1502911   ,BUCKEYE WATER DISTRICT - OHIO RIVER,A,1562275,36705,BUCKEYE WATER DISTRICT-OHIO RIVER,EP001       ,RT,EEA4694938,2020/08/10,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12965043,NEDO,COLUMBIANA,OH1502911   ,BUCKEYE WATER DISTRICT - OHIO RIVER,A,1562275,36705,BUCKEYE WATER DISTRICT-OHIO RIVER,EP001       ,RT,EEA4694938,2020/08/10,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12965044,NEDO,COLUMBIANA,OH1502911   ,BUCKEYE WATER DISTRICT - OHIO RIVER,A,1562275,36705,BUCKEYE WATER DISTRICT-OHIO RIVER,LT2001      ,RT,EEA4694939,2020/08/10,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12965045,NEDO,COLUMBIANA,OH1502911   ,BUCKEYE WATER DISTRICT - OHIO RIVER,A,1562275,36705,BUCKEYE WATER DISTRICT-OHIO RIVER,LT2001      ,RT,EEA4694939,2020/08/10,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12965046,NEDO,COLUMBIANA,OH1502911   ,BUCKEYE WATER DISTRICT - OHIO RIVER,A,1562275,36705,BUCKEYE WATER DISTRICT-OHIO RIVER,LT2001      ,RT,EEA4694939,2020/08/10,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12965047,NEDO,COLUMBIANA,OH1502911   ,BUCKEYE WATER DISTRICT - OHIO RIVER,A,1562275,36705,BUCKEYE WATER DISTRICT-OHIO RIVER,LT2001      ,RT,EEA4694939,2020/08/10,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12965048,NEDO,COLUMBIANA,OH1502911   ,BUCKEYE WATER DISTRICT - OHIO RIVER,A,1562275,36705,BUCKEYE WATER DISTRICT-OHIO RIVER,LT2001      ,RT,EEA4694939,2020/08/10,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12965049,NEDO,COLUMBIANA,OH1502911   ,BUCKEYE WATER DISTRICT - OHIO RIVER,A,1562275,36705,BUCKEYE WATER DISTRICT-OHIO RIVER,LT2001      ,RT,EEA4694939,2020/08/10,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12965050,NEDO,COLUMBIANA,OH1500811   ,EAST LIVERPOOL CITY,A,1553398,2206,EAST LIVERPOOL WTP,EP001       ,RT,EEA4694945,2020/08/10,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12965051,NEDO,COLUMBIANA,OH1500811   ,EAST LIVERPOOL CITY,A,1553398,2206,EAST LIVERPOOL WTP,EP001       ,RT,EEA4694945,2020/08/10,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12965052,NEDO,COLUMBIANA,OH1500811   ,EAST LIVERPOOL CITY,A,1553398,2206,EAST LIVERPOOL WTP,EP001       ,RT,EEA4694945,2020/08/10,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12965053,NEDO,COLUMBIANA,OH1500811   ,EAST LIVERPOOL CITY,A,1553398,2206,EAST LIVERPOOL WTP,EP001       ,RT,EEA4694945,2020/08/10,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12965054,NEDO,COLUMBIANA,OH1500811   ,EAST LIVERPOOL CITY,A,1553398,2206,EAST LIVERPOOL WTP,EP001       ,RT,EEA4694945,2020/08/10,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12965055,NEDO,COLUMBIANA,OH1500811   ,EAST LIVERPOOL CITY,A,1553398,2206,EAST LIVERPOOL WTP,EP001       ,RT,EEA4694945,2020/08/10,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12965056,NEDO,COLUMBIANA,OH1500811   ,EAST LIVERPOOL CITY,A,1553398,2206,EAST LIVERPOOL WTP,LT2001      ,RT,EEA4694946,2020/08/10,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12965057,NEDO,COLUMBIANA,OH1500811   ,EAST LIVERPOOL CITY,A,1553398,2206,EAST LIVERPOOL WTP,LT2001      ,RT,EEA4694946,2020/08/10,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12965058,NEDO,COLUMBIANA,OH1500811   ,EAST LIVERPOOL CITY,A,1553398,2206,EAST LIVERPOOL WTP,LT2001      ,RT,EEA4694946,2020/08/10,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12965059,NEDO,COLUMBIANA,OH1500811   ,EAST LIVERPOOL CITY,A,1553398,2206,EAST LIVERPOOL WTP,LT2001      ,RT,EEA4694946,2020/08/10,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12965060,NEDO,COLUMBIANA,OH1500811   ,EAST LIVERPOOL CITY,A,1553398,2206,EAST LIVERPOOL WTP,LT2001      ,RT,EEA4694946,2020/08/10,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12965061,NEDO,COLUMBIANA,OH1500811   ,EAST LIVERPOOL CITY,A,1553398,2206,EAST LIVERPOOL WTP,LT2001      ,RT,EEA4694946,2020/08/10,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12965062,NEDO,COLUMBIANA,OH1501722   ,NEW WATERFORD VILLAGE PWS,A,1560496,2215,NEW WATERFORD - LINDSAY,EP002       ,RT,EEA4719326,2020/09/08,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12965063,NEDO,COLUMBIANA,OH1501722   ,NEW WATERFORD VILLAGE PWS,A,1560496,2215,NEW WATERFORD - LINDSAY,EP002       ,RT,EEA4719326,2020/09/08,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12965064,NEDO,COLUMBIANA,OH1501722   ,NEW WATERFORD VILLAGE PWS,A,1560496,2215,NEW WATERFORD - LINDSAY,EP002       ,RT,EEA4719326,2020/09/08,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12965065,NEDO,COLUMBIANA,OH1501722   ,NEW WATERFORD VILLAGE PWS,A,1560496,2215,NEW WATERFORD - LINDSAY,EP002       ,RT,EEA4719326,2020/09/08,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12965066,NEDO,COLUMBIANA,OH1501722   ,NEW WATERFORD VILLAGE PWS,A,1560496,2215,NEW WATERFORD - LINDSAY,EP002       ,RT,EEA4719326,2020/09/08,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12965067,NEDO,COLUMBIANA,OH1501722   ,NEW WATERFORD VILLAGE PWS,A,1560496,2215,NEW WATERFORD - LINDSAY,EP002       ,RT,EEA4719326,2020/09/08,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12965068,NEDO,COLUMBIANA,OH1501722   ,NEW WATERFORD VILLAGE PWS,A,1560496,2215,NEW WATERFORD - LINDSAY,GWR002      ,RT,EEA4719327,2020/09/08,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12965069,NEDO,COLUMBIANA,OH1501722   ,NEW WATERFORD VILLAGE PWS,A,1560496,2215,NEW WATERFORD - LINDSAY,GWR002      ,RT,EEA4719327,2020/09/08,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12965070,NEDO,COLUMBIANA,OH1501722   ,NEW WATERFORD VILLAGE PWS,A,1560496,2215,NEW WATERFORD - LINDSAY,GWR002      ,RT,EEA4719327,2020/09/08,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
12965071,NEDO,COLUMBIANA,OH1501722   ,NEW WATERFORD VILLAGE PWS,A,1560496,2215,NEW WATERFORD - LINDSAY,GWR002      ,RT,EEA4719327,2020/09/08,2804,PERFLUORONONANOIC ACID (PFNA),Y,< 5,,21 ppt
12965072,NEDO,COLUMBIANA,OH1501722   ,NEW WATERFORD VILLAGE PWS,A,1560496,2215,NEW WATERFORD - LINDSAY,GWR002      ,RT,EEA4719327,2020/09/08,2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),Y,< 5,,140 ppt
12965073,NEDO,COLUMBIANA,OH1501722   ,NEW WATERFORD VILLAGE PWS,A,1560496,2215,NEW WATERFORD - LINDSAY,GWR002      ,RT,EEA4719327,2020/09/08,2801,PERFLUOROBUTANESULFONIC ACID (PFBS),Y,< 5,,"2,100 ppt"
12965074,NEDO,COLUMBIANA,OH1500912   ,EAST PALESTINE VILLAGE PWS,A,1553399,2207,EAST PALESTINE PWS,EP001       ,RT,EEA4719332,2020/09/08,GENX,HEXAFLUOROPROPYLENE OXIDE DIMER ACID,Y,< 25,,21 ppt
12965075,NEDO,COLUMBIANA,OH1500912   ,EAST PALESTINE VILLAGE PWS,A,1553399,2207,EAST PALESTINE PWS,EP001       ,RT,EEA4719332,2020/09/08,2806,PERFLUOROCTANOIC ACID (PFOA),Y,< 5,,70 ppt
12965076,NEDO,COLUMBIANA,OH1500912   ,EAST PALESTINE VILLAGE PWS,A,1553399,2207,EAST PALESTINE PWS,EP001       ,RT,EEA4719332,2020/09/08,2805,PERFLUOROCTANE SULFONIC ACID (PFOS),Y,< 5,,70 ppt
